ID,Query,Category,Response,Timestamp,User Type
13840,Can I change my delivery address?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-06-19 04:26:18.338212,New
13841,What does 'Out for delivery' mean?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-01-08 05:28:16.338212,New
13842,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-16 05:00:26.338212,New
13843,Why is my order delayed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-04-03 15:22:06.338212,New
13844,"I didn’t receive my food, what should I do?",Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-09-16 06:38:09.338212,New
13845,"I didn’t receive my food, what should I do?",Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2025-01-30 22:38:37.338212,Returning
13846,Can I change my delivery address?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-06-13 14:58:39.338212,New
13847,What does 'Out for delivery' mean?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-11-14 23:42:16.338212,Returning
13848,Why is my order delayed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2025-02-25 11:46:30.338212,Returning
13849,What time will my order arrive?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-09-27 07:20:47.338212,New
13850,Why is my order delayed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-11-09 18:49:45.338212,New
13851,Why is my order delayed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2025-01-09 11:37:48.338212,New
13852,Why is my order delayed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-04-26 04:20:42.338212,New
13853,Where is my order?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-07-08 04:54:13.338212,Returning
13854,Is my order confirmed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-08-10 16:29:39.338212,Returning
13855,Can I change my delivery address?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-11-26 15:18:23.338212,New
13856,Can I track my order live?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-06-27 06:45:21.338212,New
13857,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-10-23 23:03:36.338212,New
13858,What time will my order arrive?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-01-08 22:01:57.338212,Returning
13859,Why is my order delayed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-12-09 12:54:57.338212,Returning
13860,"I didn’t receive my food, what should I do?",Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-04-30 10:39:28.338212,Returning
13861,Where is my order?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-12-24 12:55:02.338212,Returning
13862,Can I change my delivery address?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-12-06 07:11:02.338212,New
13863,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-05-02 02:45:27.338212,New
13864,"I didn’t receive my food, what should I do?",Order Tracking,Live tracking is available in the 'Track Order' section.,2025-01-27 01:47:53.338212,Returning
13865,Is my order confirmed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-08-04 12:06:41.338212,Returning
13866,What time will my order arrive?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-06-09 04:36:26.338212,New
13867,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-09-15 00:22:22.338212,New
13868,What time will my order arrive?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-09-29 11:40:57.338212,Returning
13869,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-04-12 00:24:03.338212,Returning
13870,What time will my order arrive?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-11-06 16:42:56.338212,Returning
13871,Where is my order?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-03-27 21:18:05.338212,Returning
13872,Why is my order delayed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-10-04 01:15:47.338212,Returning
13873,Can I track my order live?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-08-14 06:59:37.338212,New
13874,Why is my order delayed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-04-10 01:13:36.338212,New
13875,Can I change my delivery address?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-31 21:29:12.338212,Returning
13876,Is my order confirmed?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-08-17 02:32:11.338212,New
13877,Is my order confirmed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-10-31 22:36:26.338212,Returning
13878,What does 'Out for delivery' mean?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-05-26 10:49:37.338212,New
13879,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-05-26 22:02:54.338212,Returning
13880,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-12-10 11:01:53.338212,Returning
13881,Can I change my delivery address?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-07-31 02:18:06.338212,Returning
13882,How long will my delivery take?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-12-10 09:11:28.338212,New
13883,Is my order confirmed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-11-27 08:58:30.338212,New
13884,How long will my delivery take?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-07-13 20:08:57.338212,New
13885,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-12-10 05:16:47.338212,Returning
13886,Where is my order?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-06-14 05:37:29.338212,Returning
13887,Where is my order?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2025-02-26 10:01:39.338212,New
13888,"I didn’t receive my food, what should I do?",Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-08-03 02:52:51.338212,Returning
13889,Where is my order?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-09-12 13:58:51.338212,New
13890,What does 'Out for delivery' mean?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-05-21 23:36:02.338212,Returning
13891,What time will my order arrive?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-09-27 00:04:34.338212,Returning
13892,What does 'Out for delivery' mean?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-15 04:24:26.338212,Returning
13893,Is my order confirmed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-12-23 15:24:25.338212,Returning
13894,What time will my order arrive?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-11-14 12:14:03.338212,New
13895,"I didn’t receive my food, what should I do?",Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-12-19 20:37:24.338212,New
13896,Can I change my delivery address?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-01-09 07:25:16.338212,Returning
13897,How long will my delivery take?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-09-26 04:51:32.338212,Returning
13898,Where is my order?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-05-02 15:01:17.338212,Returning
13899,Can I change my delivery address?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-12-20 01:10:47.338212,New
13900,Can I change my delivery address?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-05 23:06:19.338212,New
13901,What does 'Out for delivery' mean?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-11-08 07:45:06.338212,New
13902,How long will my delivery take?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-11 09:15:04.338212,Returning
13903,What does 'Out for delivery' mean?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-17 09:32:04.338212,Returning
13904,Can I change my delivery address?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-07-13 11:10:46.338212,New
13905,How long will my delivery take?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-08-04 01:39:25.338212,New
13906,Why is my order delayed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-03-22 04:09:56.338212,New
13907,Is my order confirmed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-06-01 19:21:17.338212,Returning
13908,Can I change my delivery address?,Order Tracking,Live tracking is available in the 'Track Order' section.,2025-01-04 00:47:50.338212,New
13909,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-05-28 09:28:59.338212,Returning
13910,Where is my order?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-05-18 10:52:17.338212,Returning
13911,What time will my order arrive?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-07-25 00:31:00.338212,Returning
13912,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-06-08 05:47:15.338212,New
13913,What time will my order arrive?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-04-05 13:28:00.338212,Returning
13914,What does 'Out for delivery' mean?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-08-07 10:12:30.338212,Returning
13915,Where is my order?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-10-15 05:26:52.338212,Returning
13916,Is my order confirmed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-02-14 12:12:42.338212,New
13917,"I didn’t receive my food, what should I do?",Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-01-21 00:07:01.338212,Returning
13918,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-11-07 15:52:11.338212,New
13919,How long will my delivery take?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-03-07 21:07:02.338212,Returning
13920,Why is my order delayed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-07-03 14:59:08.338212,New
13921,Can I track my order live?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-04-06 16:28:44.338212,Returning
13922,Can I change my delivery address?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-08-17 16:39:58.338212,Returning
13923,What time will my order arrive?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-12-18 03:39:24.338212,Returning
13924,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2025-01-11 15:28:24.338212,Returning
13925,Why is my order delayed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-06-14 08:07:01.338212,New
13926,Why is my order delayed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-04-02 23:02:44.338212,New
13927,"I didn’t receive my food, what should I do?",Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-07-08 08:03:17.338212,Returning
13928,Can I track my order live?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-10-16 20:39:01.338212,Returning
13929,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-06-07 21:54:19.338212,New
13930,What does 'Out for delivery' mean?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-08-26 05:47:56.338212,Returning
13931,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-30 21:07:25.338212,Returning
13932,"I didn’t receive my food, what should I do?",Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-12-20 13:08:27.338212,Returning
13933,What does 'Out for delivery' mean?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-06-02 19:06:18.338212,Returning
13934,"I didn’t receive my food, what should I do?",Order Tracking,Live tracking is available in the 'Track Order' section.,2024-09-16 01:20:15.338212,Returning
13935,What time will my order arrive?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-11-27 19:11:23.338212,New
13936,How long will my delivery take?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-08-08 11:09:06.338212,New
13937,What time will my order arrive?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-05-26 14:09:04.338212,New
13938,Where is my order?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-08-27 02:59:03.338212,New
13939,Is my order confirmed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-12-11 16:51:14.338212,Returning
13940,"I didn’t receive my food, what should I do?",Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-12-02 19:46:06.338212,New
13941,Can I change my delivery address?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-12-25 12:07:04.338212,Returning
13942,Can I track my order live?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-11-16 18:39:33.338212,New
13943,Why is my order delayed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-09-23 14:00:40.338212,New
13944,Can I change my delivery address?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-07-23 02:07:54.338212,Returning
13945,What time will my order arrive?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2025-02-02 08:10:32.338212,Returning
13946,What does 'Out for delivery' mean?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2025-01-27 02:51:58.338212,Returning
13947,What does 'Out for delivery' mean?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-06-07 18:48:09.338212,Returning
13948,How long will my delivery take?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-07-31 18:46:59.338212,New
13949,Where is my order?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-03-18 09:33:17.338212,Returning
13950,What does 'Out for delivery' mean?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-30 01:32:36.338212,Returning
13951,What does 'Out for delivery' mean?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-12-12 17:37:09.338212,New
13952,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-06-14 15:37:00.338212,New
13953,"I didn’t receive my food, what should I do?",Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-06-29 14:23:54.338212,New
13954,Why is my order delayed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2025-01-29 07:26:26.338212,Returning
13955,Why is my order delayed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-06-13 08:20:17.338212,New
13956,How long will my delivery take?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2025-02-11 03:14:56.338212,New
13957,"I didn’t receive my food, what should I do?",Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-06-27 07:21:40.338212,Returning
13958,What does 'Out for delivery' mean?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-11-24 01:30:49.338212,Returning
13959,What time will my order arrive?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-12-01 05:48:03.338212,Returning
13960,"I didn’t receive my food, what should I do?",Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-10-01 13:14:03.338212,Returning
13961,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-06-25 10:53:32.338212,New
13962,How long will my delivery take?,Order Tracking,Live tracking is available in the 'Track Order' section.,2025-02-05 03:08:36.338212,Returning
13963,Why is my order delayed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-10-31 09:14:07.338212,Returning
13964,"I didn’t receive my food, what should I do?",Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-11-14 13:52:41.338212,Returning
13965,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-07-22 19:14:49.338212,New
13966,Can I change my delivery address?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-11-28 22:02:20.338212,New
13967,What time will my order arrive?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-03-15 03:46:46.338212,New
13968,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-10-16 15:50:47.338212,New
13969,What time will my order arrive?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-09-16 19:11:45.338212,Returning
13970,Why is my order delayed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-24 03:01:31.338212,New
13971,Can I change my delivery address?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-16 14:17:11.338212,New
13972,How long will my delivery take?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-09-10 16:12:40.338212,Returning
13973,Is my order confirmed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-12-30 15:24:23.338212,New
13974,What time will my order arrive?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-03-30 16:05:54.338212,New
13975,Is my order confirmed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-07-23 15:26:07.338212,New
13976,"I didn’t receive my food, what should I do?",Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-10-28 16:54:43.338212,Returning
13977,Is my order confirmed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-10-13 08:15:20.338212,Returning
13978,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2025-02-20 04:03:37.338212,New
13979,Why is my order delayed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-10-28 06:08:47.338212,New
13980,What does 'Out for delivery' mean?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-02 20:22:03.338212,New
13981,Why is my order delayed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-05-28 17:41:10.338212,Returning
13982,Where is my order?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-04-16 07:30:20.338212,New
13983,Why is my order delayed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2025-01-22 16:31:39.338212,New
13984,Why is my order delayed?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-10-21 16:54:13.338212,Returning
13985,How long will my delivery take?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-05-21 05:59:46.338212,New
13986,How long will my delivery take?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-12 05:18:15.338212,Returning
13987,Is my order confirmed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-03-01 10:18:14.338212,New
13988,How long will my delivery take?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2025-02-09 00:44:27.338212,New
13989,Can I change my delivery address?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-03-27 23:51:39.338212,Returning
13990,How long will my delivery take?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-11-05 20:19:00.338212,New
13991,"I didn’t receive my food, what should I do?",Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-09-03 11:08:10.338212,New
13992,Where is my order?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-11-25 08:10:13.338212,New
13993,What does 'Out for delivery' mean?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-07-13 08:18:17.338212,New
13994,Can I change my delivery address?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-02-04 19:09:01.338212,New
13995,Where is my order?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-05-25 11:11:06.338212,Returning
13996,What time will my order arrive?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-03-13 03:29:39.338212,New
13997,How long will my delivery take?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-06-20 18:19:24.338212,New
13998,What does 'Out for delivery' mean?,Order Tracking,Live tracking is available in the 'Track Order' section.,2025-01-19 17:20:23.338212,New
13999,How long will my delivery take?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-05-18 17:07:42.338212,Returning
14000,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-07-16 20:15:49.338212,New
14001,How long will my delivery take?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-11-22 03:09:05.338212,New
14002,Can I track my order live?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-08-07 03:01:39.338212,Returning
14003,Where is my order?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-09-19 01:08:39.338212,New
14004,Can I change my delivery address?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-08-05 01:30:08.338212,Returning
14005,Can I track my order live?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-18 22:20:32.338212,Returning
14006,Can I change my delivery address?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-04-16 13:48:09.338212,Returning
14007,Is my order confirmed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-08-22 09:27:07.338212,Returning
14008,Is my order confirmed?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-04-07 20:24:14.338212,Returning
14009,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-10-26 04:58:49.338212,New
14010,What time will my order arrive?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-05-25 00:39:43.338212,Returning
14011,Where is my order?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-17 02:17:23.338212,New
14012,Is my order confirmed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-03-16 23:55:50.338212,Returning
14013,What time will my order arrive?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-04-05 07:55:16.338212,Returning
14014,"I didn’t receive my food, what should I do?",Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-01-23 19:02:38.338212,Returning
14015,"I didn’t receive my food, what should I do?",Order Tracking,Live tracking is available in the 'Track Order' section.,2024-04-25 18:24:40.338212,Returning
14016,How long will my delivery take?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-09-22 06:39:38.338212,New
14017,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2025-01-01 19:25:51.338212,New
14018,What does 'Out for delivery' mean?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-09-27 02:56:28.338212,New
14019,Why is my order delayed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2025-01-22 08:47:06.338212,New
14020,What time will my order arrive?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-10-28 16:14:03.338212,Returning
14021,Can I track my order live?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2025-02-14 19:53:02.338212,New
14022,Is my order confirmed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-11-06 08:10:35.338212,Returning
14023,How long will my delivery take?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-12-05 10:43:28.338212,New
14024,What does 'Out for delivery' mean?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-05-25 07:49:27.338212,Returning
14025,Is my order confirmed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-09-15 13:20:16.338212,New
14026,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-11-16 14:07:50.338212,Returning
14027,Can I track my order live?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-13 15:56:25.338212,New
14028,Where is my order?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-03-31 08:11:11.338212,Returning
14029,"I didn’t receive my food, what should I do?",Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-08-08 17:22:44.338212,Returning
14030,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-02-23 06:08:19.338212,New
14031,Is my order confirmed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-10-02 00:58:44.338212,New
14032,What time will my order arrive?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2025-01-01 15:34:27.338212,New
14033,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2025-02-11 12:52:47.338212,New
14034,Is my order confirmed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-11-05 23:39:28.338212,Returning
14035,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2025-01-28 16:07:48.338212,New
14036,Is my order confirmed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2025-02-19 07:36:17.338212,Returning
14037,Where is my order?,Order Tracking,Your order will arrive within the estimated time displayed in the app.,2025-01-12 07:35:39.338212,Returning
14038,Is my order confirmed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-12-02 15:51:37.338212,Returning
14039,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-08-08 09:22:54.338212,Returning
14040,Where is my order?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-03-06 07:16:33.338212,Returning
14041,Why is my order delayed?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-08-20 22:27:37.338212,New
14042,What time will my order arrive?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-03-11 07:33:45.338212,Returning
14043,Where is my order?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-03-12 13:09:38.338212,New
14044,Why is my order delayed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-08-11 02:45:42.338212,Returning
14045,Is my order confirmed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-08-09 13:39:31.338212,Returning
14046,Can I change my delivery address?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-07-12 04:26:49.338212,Returning
14047,Is my order confirmed?,Order Tracking,Your delivery is on the way! You can track it live in the app.,2024-09-08 16:52:58.338212,Returning
14048,What does 'Out for delivery' mean?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-06-09 13:47:40.338212,Returning
14049,Where is my order?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2025-02-04 04:14:09.338212,Returning
14050,Can I track my order live?,Order Tracking,'Out for delivery' means the rider has picked up your order and is en route.,2024-10-15 06:42:43.338212,Returning
14051,Is my order confirmed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-07-25 12:00:46.338212,New
14052,Is my order confirmed?,Order Tracking,You can update your delivery address from the 'Order Details' section.,2024-11-10 15:41:27.338212,Returning
14053,Is my order confirmed?,Order Tracking,Sorry for the inconvenience. Please contact support for a refund or replacement.,2024-04-11 06:11:14.338212,Returning
14054,Is my order confirmed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-12-31 08:29:01.338212,New
14055,What time will my order arrive?,Order Tracking,Your order is currently being prepared and will be dispatched soon.,2024-07-29 14:32:40.338212,Returning
14056,Can I track my order live?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-03-09 04:35:46.338212,New
14057,Can I change my delivery address?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-06-07 08:02:19.338212,New
14058,Is my order confirmed?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2024-10-31 11:15:41.338212,Returning
14059,"I didn’t receive my food, what should I do?",Order Tracking,Your order will arrive within the estimated time displayed in the app.,2024-08-31 05:14:12.338212,Returning
14060,What does 'Out for delivery' mean?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-09-28 17:07:37.338212,Returning
14061,What time will my order arrive?,Order Tracking,We apologize for the delay. There might be high demand or bad weather.,2025-01-25 16:11:33.338212,New
14062,Can I change my delivery address?,Order Tracking,Live tracking is available in the 'Track Order' section.,2024-10-14 07:33:52.338212,Returning
14063,Is my order confirmed?,Order Tracking,"Yes, your order is confirmed! You will receive an update shortly.",2024-09-23 07:45:46.338212,New
